,sentence,location_list,type_list,error_list
10406,“[BC「]没理”[BC」]和“[BC「]美丽[F麗]”[BC」]在意思上，没有任何相关[F關]的意义[F義]，它们[F們]的拼音是相同的，但是声[F聲]调[F調]就不同了，如果想赞[F贊[C]]美一位姑[C]娘的话[F話]，说[F說]错[F錯]了，真[C]是不好意思。,"d.t.u.d.c.a.s.t.Sentence(begin=443, end=578)",0,0
10407,谈[F談]到乐[F樂]的方面，{CD在}汉[F漢]语[F語]{CD上}学到{CC2有}一定程度，就可以跟中国朋友交谈[F談]，更加了解中国文化[C]，而且{CC2和}自己{CC本身}对[F對]中国五千多年的文化历[F曆]史感{CC1感到}{CJX}非常兴趣{CC有乐[F樂]趣}，懂汉[F漢]语[F語]，能够帮助我了解中国文化{CC文法}，有机[F機]会[F會]的话[F話]，我一定和的同学[F學]们[F們]去中国旅游[F遊]，参观名[B明]胜[F勝]古迹[F跡]，我最希望{CD可以}到北京，登上万[F萬]里长[F長]城，做一个[F個]真真正正的好汉[F漢]子，还[F還]可以真正{CC实[F實]际[F際]上}用汉[F漢]语[F語]跟北京当[F當]地人谈话{CC谈[F談]语[F語]}，和他们[F們]交流文化，我想这[F這]一定是我学[F學]习[F習]汉[F漢]语[F語]最大的喜悦了。,"d.t.u.d.c.a.s.t.Sentence(begin=578, end=972)",1,{CC2和}
10408,"(101F)(155J)""}","d.t.u.d.c.a.s.t.Sentence(begin=972, end=986)",0,0
10409,要干一件事情时，没有别人帮忙的情况下你得无可奈何靠自己的力量干好。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=33)",0,0
10410,但往往是有了除了你以外的“他[C]人”，就容易产生依赖别人的心理{CC心思}。,"d.t.u.d.c.a.s.t.Sentence(begin=33, end=72)",0,0
10411,在社会上跟这个类似的事可以说是比比皆是{CC司空见惯}。,"d.t.u.d.c.a.s.t.Sentence(begin=72, end=100)",0,0
10412,一听这[C]些我就想起来了有一个中国朋友对我说过的话：[BC；]“中国人每一个都愿意当老板，而都不愿意在别人的指挥下做工作”。,"d.t.u.d.c.a.s.t.Sentence(begin=100, end=163)",0,0
10413,但是每个人都很有能力的话，彼此帮忙，你我交换意见，不是{CC就}更好吗？,"d.t.u.d.c.a.s.t.Sentence(begin=163, end=199)",1,{CC就}
10414,有一位著名{CQ的}商人{CC经商}曾经发表过[C]一本“名人录[F録[C]]”，书上说：[BC；]“很多人问我，为什么我的工作发展到现在的规模[C]呢？,"d.t.u.d.c.a.s.t.Sentence(begin=199, end=276)",0,0
10415,[BD，]成功的秘诀是什么？,"d.t.u.d.c.a.s.t.Sentence(begin=276, end=290)",0,0
10416,我就回答说，凡是真正全[C]用别人的人，一定成功{CJ？}。”,"d.t.u.d.c.a.s.t.Sentence(begin=290, end=321)",0,0
10417,我想在这里他说{CJcd说[C]}的成功不是自己站在比别人高一级{CC段}的位置使用别人的意思，而是先看清楚[C]个人的特长、能力，让他们发挥自己的优势{CC优点}，把这些都用在工作上的意思。,"d.t.u.d.c.a.s.t.Sentence(begin=321, end=417)",0,0
10418,所以为了自己，也为了别人，互相补充{CC补[C]贴}彼此没有的东西，互相鼓[C]励[B力]，才能[C]有{CD了}美好的将来。,"d.t.u.d.c.a.s.t.Sentence(begin=417, end=480)",0,0
10419,千万不要{CC别要}只{CC1只有}为自己着想。,"d.t.u.d.c.a.s.t.Sentence(begin=480, end=504)",1,{CC1只有}
10420,你说，对不对？,"d.t.u.d.c.a.s.t.Sentence(begin=504, end=511)",0,0
10421,"（151Z）（153Z）""}","d.t.u.d.c.a.s.t.Sentence(begin=511, end=525)",0,0
10422,我对离婚问[F問]题[F題]的看法由于[F於]科学[F學]的进[F進]步，使我们[F們]的生活上物质[F質]的享受也比以前改善了很多。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=67)",0,0
10423,[BC，]由于[F於]生活上的改善，人们[F們]的道德观[F觀]念上也有大大的改变，以前或古时[F時]不可以的，[BC.]现[F現]在也{CJ+wy成}可以了。,"d.t.u.d.c.a.s.t.Sentence(begin=67, end=147)",0,0
10424,[BC.]社会[F會]上的道德也不一样[F樣]了！,"d.t.u.d.c.a.s.t.Sentence(begin=147, end=172)",0,0
10425,譬如说[F說]：较[F較]早的中国妇[F婦]女是在家服侍[B待]丈夫、公婆，照顾[F顧]儿[F兒]女就是好女子了{CJs}。,"d.t.u.d.c.a.s.t.Sentence(begin=172, end=234)",0,0
10426,现[F現]在却连[F連]女子也出外工作。,"d.t.u.d.c.a.s.t.Sentence(begin=234, end=254)",0,0
10427,这[F這]样[F樣]经济独立，也就有她独立的思想，对欧美流行的事也跟[F著]学[F學]习[F習]，社会[F會]上的离婚现[F現]象，就是一个[F個]例子{CC比喻}。,"d.t.u.d.c.a.s.t.Sentence(begin=254, end=337)",0,0
10428,[BC.]目前社会[F會]上的道德堕落，把婚姻当[F當]儿[F兒]戏[F戯]，不注重家庭生活，疏乎了夫妻应[F應]负[F負]有的责[F責]任，而引起双方感情的破裂，导[F導]致离[F離]婚。,"d.t.u.d.c.a.s.t.Sentence(begin=337, end=432)",0,0
10429,离[F離]婚通常的原因都是夫妻一方不尽[F盡]责[F責]任，流连[F連]酒厅[F廰]、舞厅[F廰]、妓院后[F後]{CD而}回家夫妻吵架，或酗酒闹[F閙]事，夫妻出手打架，或是第三者的卷入，夫妻一方不忠，而因此提出离婚等等的事。,"d.t.u.d.c.a.s.t.Sentence(begin=432, end=546)",1,{CD而}
10430,最近就有位同事的妹妹，结[F結]婚不到一年、夫妻吵架、而女方被男方{CQ用}枪打死了。,"d.t.u.d.c.a.s.t.Sentence(begin=546, end=589)",0,0
10431,物质的文明，导[F導]致[B至]男方有枪可用，才会[F會]出命案，假如大家都重道德，就没此问[F問]题[F題]了。,"d.t.u.d.c.a.s.t.Sentence(begin=589, end=646)",0,0
10432,"（151Z）（150W）""}","d.t.u.d.c.a.s.t.Sentence(begin=646, end=660)",0,0
10433,11在二十世纪的今天，社会一步一步地向前进，思想观念等在当[F當]今的青少年中也正慢慢地变化，也由于变化，而慢慢出现{CC现出}两代人的隔膜{CC间隔}问题。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=79)",0,0
10434,我们都很清楚，我们的品性、[BC，]道德观、[BC，]生活习惯等种种的形成与定型，都和我们的生活环境有着重大牵连{CD的}。,"d.t.u.d.c.a.s.t.Sentence(begin=79, end=141)",0,0
10435,[BC，]如今，社会变了，生活水平提高了，青少年也会由于他们周围的环境而形成一种与[B于]父母不同的品性，这些，都是理所当[F當]然的变化。,"d.t.u.d.c.a.s.t.Sentence(begin=141, end=211)",0,0
10436,[BC，]{CD在}以前，父母们的思想由于受传统的影响比较深，所以他们的言行举止都会有点保守和固执；[BC，]相对的，青年人由于受新文化的濡染，而变得开放、[BC，]活泼、[BC，]热情，和父母们处在完全相反的境地，所以我认为，父母也应随[F隨]着潮流一步一步向前进，不要固步自封，给自己和孩子之间形成阻隔。,"d.t.u.d.c.a.s.t.Sentence(begin=211, end=365)",0,0
10437,[BC，]对于对的新文化和新知识父母也应接受，{CD和}进一步地和孩子接触、了解{CJ-by孩子}，总会收到事半功倍的效果的。,"d.t.u.d.c.a.s.t.Sentence(begin=365, end=428)",1,{CD和}
10438,[BC，]当[F當]然，青少年也不能忽略父母们的感受，由于他们对父母的不了解，从而{CQ会}造成难于沟通{CC代沟}的局面，所以青少年也应和父母们多谈[F談]谈[F談]心，多接触，因为父母的希望在我们身上。,"d.t.u.d.c.a.s.t.Sentence(begin=428, end=531)",0,0
10439,[BC，]他们当[F當]然是希望我们学好，但由于手法的错误而造成父母和孩子之间的纠纷常有之，而解决手法应是平心静[F靜]气地一起坐下来解决，说说彼此间的看法和决策，这样总是会减[F減]少纠纷与增进了解的。,"d.t.u.d.c.a.s.t.Sentence(begin=531, end=633)",0,0
10440,"在种种的现象里，我想，父母的思想应随[F隨]潮流而进是很重要{CJsd},但更重要的[B地]是增加父母和儿女之间的共同话题[F題]，多{CD加}谈[F談]天、[BC，]谈[F談]意见、[BC，]谈[F談]对社会的看法……[BD，]总之，多谈[F談]、[BC,]多接触是解决两代代沟的关键。","d.t.u.d.c.a.s.t.Sentence(begin=633, end=777)",0,0
10441,"(105D)(151Z)""}","d.t.u.d.c.a.s.t.Sentence(begin=777, end=791)",0,0
10442,记[F記]对我影响最大的一个人杨[F楊]淑茹——[BC—]是对我影响最大的一位朋友，我与[C]她的交往不久，但每次与[C]{CJ-by她}见[F見]面聊[C]天，总会获益不浅[F淺]。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=92)",0,0
10443,[BC，]她并[F並]不是什么圣[F聖]人或雅士，不过她似乎学识渊[F淵]博。,"d.t.u.d.c.a.s.t.Sentence(begin=92, end=131)",0,0
10444,为什么呢？,"d.t.u.d.c.a.s.t.Sentence(begin=131, end=136)",0,0
10445,她很会引经据典，分析事物有条[F條]不紊。,"d.t.u.d.c.a.s.t.Sentence(begin=136, end=157)",0,0
10446,据我的了解，淑茹有优越的家境，但我不羡慕她的财[F財]产[F產]，反而是希望[C]拥[F擁]有她的学问[F問]。,"d.t.u.d.c.a.s.t.Sentence(begin=157, end=213)",0,0
10447,我原[C]本是不擅辞令，而且很在乎别人对我的看法，所以我活得{CC的}很拘谨[C]。,"d.t.u.d.c.a.s.t.Sentence(begin=213, end=255)",0,0
10448,[BC，]{CJ+zy也}因为机缘而认识了杨[F楊]淑茹，她给我的第一个印象是她不美[BQ，]但有一种气质，交往下去她的谈[F談]吐更加吸引了我，她让[C]我不知不觉之间讲了许多话，表达{CQ了}我内心世界。,"d.t.u.d.c.a.s.t.Sentence(begin=255, end=359)",1,{CJ+zy也}
10449,虽然到今天我还很在意别人的眼光[BQ，]但比起认识她之前豁达了许多，对人生也了解[Y觧]了不少。,"d.t.u.d.c.a.s.t.Sentence(begin=359, end=407)",0,0
10450,她可说是我的良朋益友{CC4良朋}。,"d.t.u.d.c.a.s.t.Sentence(begin=407, end=425)",0,0
10451,"(208W)(150W)""}","d.t.u.d.c.a.s.t.Sentence(begin=425, end=439)",0,0
10452,我现在也还{CJ-zy能}清楚地想起来她{CD的}讲课{CJ-zxy的情景}。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=39)",0,0
10453,{CJ+zhuy我}初中二年级的时候认识她后，{CJ+zhuy我}每天盼望[C]着她给我们讲课。,"d.t.u.d.c.a.s.t.Sentence(begin=39, end=87)",0,0
10454,[BC，]她是个国语老师，我们在上诗歌课的时候，她突然开始说自己上大学时的恋爱故事，学生们也当然{CJX}比听平常{CQ的}课有兴趣，听得津津有味。,"d.t.u.d.c.a.s.t.Sentence(begin=87, end=161)",0,0
10455,她说，她为了告诉意[C]中人喜欢他写了情书，是用诗歌{CQ的}方式来写的。,"d.t.u.d.c.a.s.t.Sentence(begin=161, end=198)",0,0
10456,她当时{CQ读}给我们听她{CD所}写的那首诗。,"d.t.u.d.c.a.s.t.Sentence(begin=198, end=222)",0,0
10457,现在我都忘记了{CJ-sy是}什么样的内容，但是我还[C]记得{CC的}闭[C]着眼睛，很陶醉[C]地朗读[B续]那首诗的她。,"d.t.u.d.c.a.s.t.Sentence(begin=222, end=285)",0,0
10458,她平时[C]让学生们写读{CC看}书日记，她希望[C]我们都养成[C]爱看书的习惯。,"d.t.u.d.c.a.s.t.Sentence(begin=285, end=327)",0,0
10459,{CD因为}她每次在我的读{CC看}书日记上写{CJ+buy上}了很多她对我{CQ说}的话，这真使我高兴，而且{CC2而}使我更喜欢文学了。,"d.t.u.d.c.a.s.t.Sentence(begin=327, end=397)",1,{CD因为}
10460,她有时候叫我{CJ-sy到}她的桌[B卓]子旁边，拿出{CC手}一本书来借给我。,"d.t.u.d.c.a.s.t.Sentence(begin=397, end=437)",0,0
10461,[BC，]那些书，有的是海外文学，有的是日本古典文学，也有的是当时新潮的小说。,"d.t.u.d.c.a.s.t.Sentence(begin=437, end=476)",0,0
10462,我也每次写了感想给她看，我喜[C]欢看她写的评价。,"d.t.u.d.c.a.s.t.Sentence(begin=476, end=501)",0,0
10463,我现在回忆起来，因为当时[C]有她，所以有现在的爱看书、[BC，]爱文学的我。,"d.t.u.d.c.a.s.t.Sentence(begin=501, end=540)",0,0
10464,从看书我获得了许多感觉、[BC，]知识、[BC，]情绪[BD，]和观念。,"d.t.u.d.c.a.s.t.Sentence(begin=540, end=576)",0,0
10465,"（114F）（150W）""}","d.t.u.d.c.a.s.t.Sentence(begin=576, end=590)",0,0
10466,记对我影响最大的一个人每当我打[B把]开照相簿{CC3照相薄[C]本}看到我与黄老师的合照时，黄老师那和蔼[C]的笑脸即刻出现在我眼前。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=68)",0,0
10467,黄老师虽然已届70高龄，当他走起路时，却还是健步如飞，可见他的身体还是那么健康。,"d.t.u.d.c.a.s.t.Sentence(begin=68, end=108)",0,0
10468,在我的心目中，黄老师的那种孜孜不倦的研究精神，真令我佩服到五体投地，他对工作的热诚与责任感，是现今许多年轻人学习的目标{CC模范[C]}。,"d.t.u.d.c.a.s.t.Sentence(begin=108, end=177)",0,0
10469,黄老师是我的一位高级上司，我在他手下工作，虽然他对职员的素质要求很高，但他却常[C]常[C]鼓励我们多进修，不管是有关工作方面的知识，还{CC或}是其他兴趣方面的，都应该认真看待。,"d.t.u.d.c.a.s.t.Sentence(begin=177, end=267)",1,{CC或}
10470,不可{CJ-zy只}有五分钟热度的兴趣。,"d.t.u.d.c.a.s.t.Sentence(begin=267, end=287)",1,{CJ-zy只}
10471,在黄老师循循善诱的教导下，我学会了很多方面的知识。,"d.t.u.d.c.a.s.t.Sentence(begin=287, end=312)",0,0
10472,使我不至[B致]成为一只{CC名}井底蛙。,"d.t.u.d.c.a.s.t.Sentence(begin=312, end=333)",0,0
10473,记得黄老师在一次的演讲中曾经这样劝导过年轻人。,"d.t.u.d.c.a.s.t.Sentence(begin=333, end=356)",0,0
10474,他说：“[BC「]现在年轻专业医生[C]，你们不应该只专注于一项研[C]究，除了本身专项的研究外，还应该去了解其他的研究，这样，对你的专业研究会有很大的帮助{CC突破}。”,"d.t.u.d.c.a.s.t.Sentence(begin=356, end=442)",0,0
10475,[BC」]自从听了那次的演讲，{CD使}我对整个人生观有了很大的改变，我不再斤斤计较个人的得失，同时，对前途充满了希望，因为这个世界上的东西是学无止境的。,"d.t.u.d.c.a.s.t.Sentence(begin=442, end=519)",0,0
10476,我感到很高兴[BQ，]在我人生漫长的旅途中，能有这么样的一位良师。,"d.t.u.d.c.a.s.t.Sentence(begin=519, end=552)",0,0
10477,"(208W)(150W)""}","d.t.u.d.c.a.s.t.Sentence(begin=552, end=566)",0,0
10478,自从科技发达以来，许多发展中的国家不断透过发明的物件来提高人民的生活水平。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=37)",0,0
10479,例如电脑[F腦]网[B纲]络，我们只需坐在电脑[F腦]前，按键盘{CC盘[B盤]键}，就可知天下事。,"d.t.u.d.c.a.s.t.Sentence(begin=37, end=87)",0,0
10480,俗语说得好：“[BC「]秀才不出门，能知天下事。”,"d.t.u.d.c.a.s.t.Sentence(begin=87, end=112)",0,0
10481,[BC」]虽然电脑[F腦]网[B纲]络带给人民极大的方便，许多资讯{CC知讯}可随[F隨]手而得；但[BD，]我们是{CC有}否想过，若滥用这先进的科技，许多犯罪的事件也不断的增加。,"d.t.u.d.c.a.s.t.Sentence(begin=112, end=203)",1,我们是{CC有}否想过
10482,我们的先贤古人，往往要付出许多的劳苦，[BC；]才能{CC得}糊口。,"d.t.u.d.c.a.s.t.Sentence(begin=203, end=237)",0,0
10483,虽然古时生活水平较低，但“[BC「]勤劳”[BC」]，却[B切]成了许多白手起家[C]的{CJ-zxy人}{CQ的}成功之道。,"d.t.u.d.c.a.s.t.Sentence(begin=237, end=300)",0,0
10484,目前社会要[C]求很高，许多人为了走捷[B倢]径，{CD而}不惜去依靠人、电脑[F腦]，[BC、]甚[B什]至以欺骗的方式来谋生。,"d.t.u.d.c.a.s.t.Sentence(begin=300, end=365)",0,0
10485,依赖某某人或以科技来寻求高级{CC高尚}的物质享受是非常要不得的，久而久之，[BC；]这会形成一种懒惰的坏习惯。,"d.t.u.d.c.a.s.t.Sentence(begin=365, end=421)",0,0
10486,有一些学生表示，既然{CC既[C]来}从电脑中可以得到许多资讯，那又何必花时间看书。,"d.t.u.d.c.a.s.t.Sentence(begin=421, end=463)",1,{CC既[C]来}
10487,这无形中降低{CC减[F減]低}了学生的阅读能力。,"d.t.u.d.c.a.s.t.Sentence(begin=463, end=488)",0,0
10488,更有一些电影反应[B映]，现代的工作者，每天呆在[C]家里用{CC与}电脑[F腦]{CD一直}，甚[B什]至用餐[C]、购物也是通[C]过[C]电脑[F腦]{CQ的}方式，这[C]不[C]但[B担]淡化{CC减[F減]少}{CQ了}人与人之间的关系，也增加{CC加强}了人心之间{CC前}的隔膜[B模]。,"d.t.u.d.c.a.s.t.Sentence(begin=488, end=640)",1,{CC与}
10489,从中也不再有信任感，而使得这社会逐[B促]渐变得冷漠。,"d.t.u.d.c.a.s.t.Sentence(begin=640, end=667)",0,0
10490,人不能太依赖某样物件或是人，这只会让我们不会成长，而社会也不会因此[C]进步{CC进途}。,"d.t.u.d.c.a.s.t.Sentence(begin=667, end=712)",0,0
10491,反之会带来许多严[C]重的社会问题[C]。,"d.t.u.d.c.a.s.t.Sentence(begin=712, end=733)",0,0
10492,"(106C)(151Z)""}","d.t.u.d.c.a.s.t.Sentence(begin=733, end=747)",0,0
10493,学习汉语的苦与乐任[B认]何{CD每}一个外国人学习汉语都{CJ+zy要}离不开苦与乐。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=44)",0,0
10494,首先我要说的是苦，在学习过[B高]程当中最苦的就是写汉字与发音，因为汉字是一个字一个字形成的，还有{CD一}每个字怎么念都必须要记住[B主][BQ，]不象别的语言。,"d.t.u.d.c.a.s.t.Sentence(begin=44, end=126)",0,0
10495,还有对我来说：汉语的发音也很难，开始学汉语的时候我分不出来哪个发音是cīchī，sīsīhzīzhīxiexue等等，我觉得都一样。,"d.t.u.d.c.a.s.t.Sentence(begin=126, end=192)",0,0
10496,有时我说话中国人也听不懂，因为我的发音不标准，因此{CC从而}我就开始努力学习[BQ，]吃了不少苦[BQ，]后来我的汉语很快就提高{CQ了}，现在我觉得越学越快乐{CC有乐}了。,"d.t.u.d.c.a.s.t.Sentence(begin=192, end=281)",1,{CC从而}
10497,因为我能和中国人聊天了，可以看书[BQ、]看电视等等，最快乐{CC有乐}{CQ的}就是我能去{CC1出去}外边旅游。,"d.t.u.d.c.a.s.t.Sentence(begin=281, end=339)",0,0
10498,在中国什么地方我都能去，可以了解其它城市。,"d.t.u.d.c.a.s.t.Sentence(begin=339, end=360)",0,0
10499,现在我学汉语四年了，我觉得汉语越学越有意思，还有很快乐{CC有乐}的事我还没经历{CC2学}过。,"d.t.u.d.c.a.s.t.Sentence(begin=360, end=408)",0,0
10500,将来回国后，我也要继续自己学汉语。,"d.t.u.d.c.a.s.t.Sentence(begin=408, end=425)",0,0
10501,学汉语开始的时候很难[BQ，]后来简单，就是要先吃苦后乐。,"d.t.u.d.c.a.s.t.Sentence(begin=425, end=454)",0,0
10502,"(155J)(155Z)""}","d.t.u.d.c.a.s.t.Sentence(begin=454, end=468)",0,0
10503,本人是现[F現]在二十五{CC25}{CQ岁}{CJX}才的年[C]青[B情]人。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=41)",0,0
10504,到现[F現]在二十五{CC25}年[C]的人生里[F裏]有许[F許]多苦难[F難][BQ、]快乐[F樂]的事[C]。,"d.t.u.d.c.a.s.t.Sentence(begin=41, end=99)",0,0
